T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
288,Ghana,2005,Consumer price index: General,52.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2015,Consumer price index: General,182.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2021,Consumer price index: General,336.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2023,Consumer price index: General,610.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2024,Consumer price index: General,749.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2015,Consumer price index: Food,123.2,Estimate.;Base: 2012=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
288,Ghana,2021,Consumer price index: Food,131.6,Base: 2018=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2000,Consumer price index: General,72.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2005,Consumer price index: General,85.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2015,Consumer price index: General,100.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2021,Consumer price index: General,101.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2023,Consumer price index: General,115.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2024,Consumer price index: General,118.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2000,Consumer price index: Food,73.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2005,Consumer price index: Food,86.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2015,Consumer price index: Food,104.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2021,Consumer price index: Food,108.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2023,Consumer price index: Food,134.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
300,Greece,2024,Consumer price index: Food,139.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2000,Consumer price index: General,73.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2005,Consumer price index: General,82.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2015,Consumer price index: General,103.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2021,Consumer price index: General,108.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2023,Consumer price index: General,114.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2005,Consumer price index: Food,74.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
308,Grenada,2015,Consumer price index: Food,110.5,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2015,Consumer price index: General,106.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2023,Consumer price index: General,120.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2024,Consumer price index: General,123.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2015,Consumer price index: Food,109.2,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2023,Consumer price index: Food,138.4,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
312,Guadeloupe,2024,Consumer price index: Food,143.1,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2015,Consumer price index: General,106.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2021,Consumer price index: General,127.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2023,Consumer price index: General,149.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2024,Consumer price index: General,155.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.;Including food and beverages consumed away from home.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2015,Consumer price index: Food,125.2,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.;Including food and beverages consumed away from home.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2021,Consumer price index: Food,140.4,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.;Including food and beverages consumed away from home.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
316,Guam,2023,Consumer price index: Food,167.3,Calculated by the UN Statistics Division from national indices.;Including alcoholic beverages.;Including food and beverages consumed away from home.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2025."
